,carat,cut,color,clarity,depth,table,price,x,y,z,predicted_price
15726,1.0,5,4,5,62.9,57.0,6290,6.36,6.32,3.99,6359.148
15727,1.0,4,4,5,62.3,58.0,6290,6.39,6.3,3.95,6124.1064
15728,1.01,3,4,4,63.5,57.0,6291,6.36,6.39,4.05,6066.144
15729,1.23,4,3,4,61.4,59.0,6291,6.85,6.87,4.21,6817.26
15730,1.51,1,3,2,65.4,60.0,6291,7.06,6.96,4.6,6602.4087
15731,0.95,5,5,3,61.7,56.0,6291,6.31,6.34,3.9,4841.957
15732,1.51,1,3,2,64.5,59.0,6291,7.21,7.15,4.63,7135.0225
15733,1.11,5,6,3,61.4,58.0,6291,6.66,6.62,4.08,5980.099
15734,1.21,5,2,5,60.5,58.0,6292,6.95,6.89,4.19,6515.537
15735,1.03,3,3,5,61.9,59.0,6294,6.44,6.49,4.0,5763.5854
15736,1.32,3,4,2,62.9,57.0,6294,6.94,6.98,4.38,6103.3765
15737,1.01,5,4,4,62.0,54.9,6295,6.41,6.44,3.99,6381.8677
15738,1.01,5,4,4,59.6,59.0,6295,6.52,6.57,3.9,6422.7075
15739,1.01,5,4,4,62.0,57.0,6295,6.4,6.44,3.98,6308.716
15740,1.01,5,4,4,60.6,58.0,6295,6.44,6.5,3.92,6473.868
15741,1.0,3,4,4,60.8,55.0,6296,6.46,6.49,3.94,6146.673
15742,1.06,4,4,4,60.4,58.0,6296,6.64,6.68,4.02,6546.259
15743,1.0,3,3,7,63.5,60.0,6296,6.36,6.3,4.02,5260.7666
15744,1.0,4,5,4,62.9,59.0,6296,6.47,6.4,4.02,6470.9575
15745,1.0,4,5,4,62.2,57.0,6296,6.43,6.4,3.99,6412.638
15746,1.0,3,5,4,63.2,59.0,6296,6.35,6.3,4.0,6004.5903
15747,1.21,2,1,8,62.1,60.0,6299,6.81,6.87,4.25,6323.7554
15748,1.03,5,7,3,62.2,56.0,6299,6.48,6.45,4.02,5802.122
15749,1.54,5,4,1,61.6,55.0,6299,7.43,7.4,4.57,6283.3926
15750,1.25,4,4,2,60.4,59.0,6300,6.98,6.96,4.21,5601.476
15751,1.25,4,2,4,61.2,58.0,6300,6.94,6.89,4.23,6070.2344
15752,1.32,3,2,2,61.2,58.0,6300,7.12,7.06,4.34,5514.602
15753,1.5,3,6,2,63.5,60.0,6300,7.19,7.12,4.54,7873.076
15754,1.29,5,3,2,61.6,54.0,6300,7.0,7.02,4.32,6117.369
15755,1.15,5,2,3,61.9,56.0,6300,6.68,6.72,4.15,5123.8955
15756,1.15,5,2,3,61.8,55.0,6300,6.73,6.76,4.17,5604.658
15757,1.5,4,7,1,61.7,62.0,6300,7.28,7.24,4.48,5940.6304
15758,1.5,2,6,2,61.5,65.0,6300,7.21,7.17,4.42,7143.723
15759,1.25,5,4,2,61.5,56.0,6300,7.0,6.92,4.28,5751.9746
15760,1.02,4,4,4,62.5,58.0,6301,6.41,6.46,4.02,6147.6694
15761,1.02,3,4,5,62.6,58.0,6301,6.36,6.46,4.01,6582.747
15762,1.16,3,5,3,63.4,55.0,6301,6.73,6.65,4.24,5736.638
15763,1.21,5,3,4,62.9,57.0,6302,6.8,6.75,4.26,6542.772
15764,1.3,3,2,3,62.3,58.0,6302,6.93,6.96,4.33,5987.727
15765,0.9,5,4,6,61.6,56.0,6302,6.2,6.23,3.83,5654.5537
15766,1.2,5,2,4,61.1,58.0,6303,6.83,6.86,4.18,6384.633
15767,1.0,4,7,4,61.2,61.0,6303,6.39,6.35,3.9,6600.7295
15768,1.34,5,7,1,61.7,55.0,6303,7.12,7.08,4.38,5512.118
15769,1.18,5,2,4,62.3,56.0,6304,6.76,6.73,4.21,5439.667
15770,1.02,5,5,4,61.5,57.0,6306,6.48,6.5,3.99,7108.198
15771,1.5,2,1,2,63.6,58.0,6306,7.18,7.25,4.59,6351.4263
15772,1.56,4,1,2,61.4,58.0,6306,7.38,7.43,4.55,6605.596
15773,1.3,3,3,3,63.4,57.0,6307,6.93,6.88,4.38,6341.9097
15774,1.03,4,5,4,62.4,58.0,6307,6.47,6.42,4.02,6487.495
15775,1.28,5,2,4,61.4,57.0,6308,7.04,6.97,4.3,6475.3765
15776,1.12,5,3,5,61.9,57.0,6309,6.66,6.69,4.13,6682.5957
15777,1.01,3,6,4,62.3,58.0,6310,6.39,6.45,4.0,6590.2803
15778,1.11,3,4,4,62.3,58.0,6311,6.59,6.61,4.11,6666.9736
15779,1.83,4,4,1,62.0,58.0,6313,7.84,7.8,4.85,6609.4175
15780,1.15,5,4,3,62.0,55.0,6313,6.72,6.76,4.18,6172.0044
15781,1.0,3,6,4,63.8,59.0,6315,6.25,6.32,4.01,6276.9893
15782,2.01,1,4,1,70.2,57.0,6315,7.53,7.5,5.27,6414.4697
15783,1.0,2,6,4,64.1,54.0,6315,6.26,6.31,4.03,6067.91
15784,1.45,3,1,3,62.4,57.0,6316,7.16,7.23,4.49,6294.2227
15785,1.05,5,6,3,60.7,55.0,6316,6.62,6.67,4.03,6029.778
15786,1.33,4,2,4,62.5,61.0,6316,7.02,6.99,4.38,6605.6914
15787,1.12,5,2,6,61.6,54.0,6317,6.72,6.74,4.14,6830.224
15788,1.02,5,3,5,61.4,57.0,6317,6.47,6.44,3.97,6031.5884
15789,1.26,3,2,3,61.9,58.0,6318,6.97,6.92,4.3,5755.992
15790,1.0,3,5,4,62.7,58.0,6319,6.38,6.41,4.01,6472.5537
15791,1.08,3,5,4,63.1,57.0,6319,6.56,6.5,4.12,6611.5737
15792,1.24,4,7,3,59.3,60.0,6319,7.05,7.01,4.16,7402.926
15793,1.26,3,3,3,62.1,57.0,6320,6.88,6.94,4.29,6397.5405
15794,1.69,4,2,1,62.4,60.0,6320,7.56,7.59,4.73,6171.219
15795,1.71,5,1,3,62.8,57.0,6320,7.58,7.55,4.75,7738.2866
15796,1.14,4,5,3,60.4,58.0,6320,6.82,6.79,4.11,5981.317
15797,1.29,4,2,4,60.4,58.0,6321,7.12,7.03,4.27,6309.1777
15798,1.29,5,4,2,61.5,55.0,6321,7.03,6.99,4.31,6331.9746
15799,1.17,5,4,4,62.2,57.0,6321,6.75,6.72,4.19,7363.873
15800,1.12,5,4,4,62.1,57.0,6322,6.63,6.6,4.11,6814.0693
15801,1.31,4,2,4,61.9,59.0,6323,7.02,6.98,4.33,6477.208
15802,1.22,3,3,3,62.4,57.0,6323,6.78,6.82,4.24,6300.1113
15803,1.22,3,3,3,62.5,59.0,6323,6.79,6.82,4.25,6431.8936
15804,1.21,3,6,3,62.9,58.0,6324,6.78,6.79,4.27,6774.557
15805,1.17,5,3,4,60.3,61.0,6324,6.84,6.8,4.11,6166.632
15806,1.07,5,4,4,61.1,59.0,6324,6.62,6.57,4.03,6807.304
15807,1.0,5,6,3,62.4,55.0,6324,6.34,6.42,3.98,5505.3223
15808,1.2,5,2,5,62.1,57.0,6324,6.84,6.8,4.23,5999.023
15809,1.06,4,4,4,60.1,58.0,6325,6.67,6.64,4.0,6510.0586
15810,1.06,3,4,4,63.1,59.0,6325,6.48,6.45,4.08,6277.0933
15811,1.01,3,4,5,62.7,56.0,6326,6.36,6.46,4.02,6476.835
15812,1.3,2,7,2,57.1,63.0,6327,7.22,7.27,4.14,6265.6743
15813,1.24,4,3,3,60.1,58.0,6327,7.04,7.01,4.22,6388.0586
15814,1.29,5,1,3,61.6,57.0,6327,6.98,7.01,4.32,5441.4937
15815,1.03,4,4,4,62.3,59.0,6327,6.42,6.38,3.99,5986.205
15816,2.14,1,3,1,66.4,56.0,6328,8.0,7.92,5.29,6823.9624
15817,1.18,5,6,2,60.9,57.0,6328,6.86,6.89,4.19,5573.776
15818,1.0,2,7,3,64.1,56.0,6328,6.28,6.24,4.01,5002.778
15819,1.0,4,5,4,62.8,59.0,6328,6.35,6.32,3.98,6105.605
15820,1.0,5,4,4,60.5,56.0,6328,6.54,6.49,3.94,6474.47
15821,1.0,4,5,4,62.2,59.0,6328,6.37,6.29,3.94,6001.456
15822,1.01,4,5,4,60.8,58.0,6330,6.44,6.49,3.93,6515.643
15823,1.01,2,5,4,63.9,58.0,6330,6.32,6.39,4.06,6375.8647
15824,1.26,5,1,5,62.2,58.0,6332,6.88,6.92,4.29,5715.3447
15825,1.01,2,5,4,60.6,62.0,6332,6.52,6.49,3.94,6301.382
15826,1.02,4,5,4,62.7,59.0,6333,6.44,6.41,4.03,6508.6978
15827,1.2,4,3,4,61.4,59.0,6333,6.79,6.75,4.16,6080.394
15828,1.02,5,4,4,60.6,56.0,6333,6.56,6.52,3.96,6552.528
15829,1.04,3,4,4,61.1,56.0,6334,6.54,6.56,4.01,6222.3125
15830,1.22,3,4,3,62.1,58.0,6334,6.84,6.89,4.26,6595.46
15831,1.3,4,1,5,61.6,56.0,6334,7.06,7.0,4.33,5780.067
15832,1.3,5,1,5,62.3,57.0,6334,7.06,6.97,4.37,5762.1816
15833,1.01,4,4,5,62.7,58.0,6335,6.36,6.31,3.97,6203.3745
15834,1.19,5,4,3,62.3,55.0,6335,6.76,6.81,4.23,6307.467
15835,1.01,2,6,4,63.7,56.0,6335,6.29,6.27,4.0,6070.369
15836,1.01,4,6,4,63.0,60.0,6335,6.35,6.32,3.99,6220.703
15837,1.01,4,6,4,62.9,58.0,6335,6.47,6.37,4.04,6501.571
15838,1.01,4,6,4,60.2,58.0,6335,6.56,6.52,3.94,6577.294
15839,1.01,3,6,4,63.1,60.0,6335,6.3,6.26,3.96,6133.4316
15840,1.01,4,4,5,61.2,58.0,6335,6.47,6.33,3.92,6065.0386
15841,1.17,3,3,3,59.6,62.0,6336,6.88,6.82,4.08,5616.861
15842,1.31,5,1,3,62.5,56.0,6337,6.95,7.04,4.37,5764.777
15843,1.37,4,3,4,60.9,59.0,6337,7.22,7.17,4.38,7985.02
15844,1.31,5,2,4,62.4,57.0,6338,6.93,6.97,4.34,6617.712
15845,0.81,5,5,8,61.5,55.0,6338,5.98,6.05,3.7,5270.9917
15846,1.37,5,1,3,62.1,55.0,6339,7.13,7.16,4.44,6256.8203
15847,1.0,3,5,4,62.2,55.0,6340,6.39,6.44,3.99,6460.0913
15848,1.01,5,4,4,62.4,57.0,6340,6.39,6.36,3.98,6108.9097
15849,1.02,5,7,3,62.2,56.0,6340,6.43,6.47,4.0,5830.733
15850,1.5,1,3,3,68.0,59.0,6340,7.12,6.82,4.76,6470.4033
15851,1.35,4,2,3,62.1,58.0,6340,7.07,7.0,4.37,5828.0967
15852,1.04,5,4,4,62.0,57.0,6342,6.49,6.5,4.03,6384.8213
15853,1.04,3,5,4,60.1,59.0,6342,6.56,6.61,3.96,6477.7363
15854,1.02,5,6,3,62.6,57.0,6342,6.41,6.44,4.02,5608.535
15855,1.51,4,6,2,62.7,58.0,6342,7.27,7.24,4.55,8953.048
15856,1.51,4,1,4,62.3,59.0,6342,7.36,7.3,4.57,7399.5737
15857,1.37,5,2,4,61.5,56.0,6343,7.14,7.11,4.38,6577.61
15858,1.22,5,6,2,62.7,57.0,6343,6.84,6.81,4.28,5806.4966
15859,1.2,2,7,2,63.7,52.0,6344,6.72,6.68,4.27,5709.3394
15860,1.03,4,6,4,60.0,59.0,6344,6.54,6.6,3.94,6577.37
15861,1.1,5,3,4,62.7,56.0,6344,6.58,6.63,4.14,6069.2334
15862,2.0,4,3,1,59.7,62.0,6344,8.19,8.02,4.85,6534.2446
15863,1.2,2,7,2,62.2,65.0,6344,6.75,6.7,4.18,5331.222
15864,1.01,5,6,3,60.8,56.0,6346,6.53,6.47,3.95,5507.6274
15865,1.01,5,6,3,61.1,57.0,6346,6.5,6.47,3.96,5459.3887
15866,2.02,1,4,1,68.0,55.0,6346,7.77,7.72,5.27,6476.726
15867,2.02,1,4,1,65.6,57.0,6346,7.87,7.8,5.15,6275.8027
15868,1.14,5,4,2,62.3,56.0,6346,6.66,6.69,4.16,4855.7983
15869,1.21,5,3,2,62.1,58.0,6347,6.78,6.84,4.23,5847.385
15870,1.0,5,4,5,62.2,56.0,6349,6.35,6.41,3.97,6866.012
15871,1.0,5,4,5,62.7,54.0,6349,6.37,6.42,4.01,6947.821
15872,1.0,2,4,5,63.6,59.0,6349,6.3,6.34,4.02,6161.2915
15873,1.26,4,2,4,61.2,59.0,6350,7.03,6.9,4.26,6163.986
15874,1.26,4,3,2,61.3,57.0,6350,6.96,6.87,4.24,5350.437
15875,1.2,3,3,3,61.6,61.0,6350,6.81,6.77,4.18,5745.4556
15876,1.62,4,3,2,63.0,58.0,6350,7.47,7.41,4.69,7764.46
15877,1.4,5,1,3,62.1,57.0,6350,7.17,7.14,4.44,6599.264
15878,1.05,5,4,4,61.7,56.0,6350,6.54,6.52,4.03,6630.954
15879,1.26,5,2,4,62.6,55.0,6350,6.96,6.91,4.34,6399.103
15880,1.22,4,6,2,61.5,58.0,6351,6.85,6.81,4.2,5672.1606
15881,1.0,2,5,4,63.9,62.0,6352,6.26,6.32,4.02,5953.5015
15882,1.1,3,7,3,60.7,55.0,6352,6.71,6.74,4.08,6214.044
15883,1.0,3,5,4,62.9,55.0,6352,6.34,6.38,4.0,6388.4077
15884,1.0,4,5,4,62.4,60.0,6352,6.35,6.38,3.97,6369.571
15885,1.0,4,5,4,62.6,60.0,6352,6.29,6.37,3.96,6389.2236
15886,1.02,5,4,4,62.5,57.0,6352,6.41,6.45,4.02,6317.6084
15887,1.25,5,2,3,61.0,56.0,6352,6.97,7.02,4.27,6009.4272
15888,1.06,4,7,3,61.1,59.0,6352,6.63,6.56,4.03,5910.396
15889,1.01,1,4,5,64.6,60.0,6353,6.34,6.22,4.06,5644.36
15890,1.01,4,4,5,59.9,59.0,6353,6.51,6.48,3.89,6433.9575
15891,1.01,3,4,5,60.7,63.0,6353,6.4,6.38,3.88,6318.352
15892,1.01,4,4,5,60.5,60.0,6353,6.52,6.44,3.92,6413.8154
15893,1.01,5,4,4,61.6,56.0,6353,6.46,6.43,3.97,6249.275
15894,1.01,3,4,6,61.3,61.0,6354,6.32,6.47,3.92,7453.2856
15895,1.24,3,4,2,60.5,60.0,6354,6.93,7.01,4.22,5702.8135
15896,1.22,4,3,4,60.9,58.0,6354,6.89,6.86,4.19,6779.185
15897,1.22,4,3,3,61.9,56.0,6354,6.89,6.84,4.25,6331.7666
15898,1.22,4,2,5,60.6,61.0,6354,6.94,6.88,4.19,6169.781
15899,1.07,4,4,4,62.1,58.0,6355,6.55,6.59,4.08,6296.8315
15900,1.07,3,4,4,63.0,55.0,6355,6.5,6.55,4.11,6322.521
15901,1.07,5,4,4,62.2,57.0,6355,6.53,6.55,4.07,6626.7065
15902,1.07,3,4,4,60.5,56.0,6355,6.64,6.71,4.04,6577.7446
15903,1.07,3,4,4,60.9,58.0,6355,6.56,6.6,4.01,6271.288
15904,1.02,5,4,4,60.5,57.0,6356,6.51,6.55,3.95,6548.5225
15905,1.29,4,1,6,62.6,59.0,6356,6.98,6.91,4.35,6970.039
15906,2.15,4,3,1,62.9,57.0,6357,8.25,8.2,5.18,6071.4067
15907,1.0,4,6,4,62.9,59.0,6359,6.38,6.27,3.98,6159.172
15908,0.92,5,5,5,61.3,56.0,6360,6.26,6.3,3.85,5799.9463
15909,1.04,2,4,5,63.8,57.0,6360,6.42,6.37,4.08,6478.2593
15910,1.04,4,4,5,60.2,58.0,6360,6.65,6.64,4.0,6698.3877
15911,1.04,3,5,4,61.0,60.0,6361,6.54,6.48,3.97,6482.1494
15912,1.53,2,3,1,62.3,55.6,6361,7.34,7.38,4.59,5467.5547
15913,1.26,5,4,2,61.8,57.0,6362,6.93,6.95,4.29,5966.4814
15914,1.19,4,3,4,61.0,59.0,6363,6.91,6.8,4.18,6085.034
15915,1.06,5,5,3,61.7,55.0,6363,6.58,6.56,4.06,5786.687
15916,1.5,2,2,2,65.0,55.0,6364,7.15,7.24,4.68,6683.6094
15917,1.02,3,6,4,60.6,61.0,6366,6.44,6.47,3.91,6604.2505
15918,1.39,5,1,4,60.3,57.0,6366,7.26,7.24,4.37,6423.9834
15919,1.01,1,5,5,64.6,60.0,6366,6.26,6.16,4.01,6124.889
15920,1.16,4,6,3,61.3,60.0,6366,6.7,6.64,4.09,5865.624
15921,1.01,1,7,4,65.3,58.0,6366,6.29,6.24,4.09,6049.8545
15922,1.52,4,1,3,61.0,59.0,6367,7.41,7.35,4.5,6815.928
15923,1.01,3,4,5,62.3,60.0,6368,6.35,6.49,4.0,6422.842
15924,1.53,2,1,2,64.1,58.0,6368,7.3,7.18,4.64,6383.216
15925,1.31,4,3,4,62.1,58.0,6368,7.01,6.86,4.31,7130.738
15926,1.04,5,3,5,62.5,53.0,6368,6.5,6.52,4.07,6208.997
15927,1.04,5,3,5,62.0,54.0,6368,6.52,6.54,4.05,6295.058
15928,1.17,5,3,3,61.1,57.0,6368,6.77,6.83,4.16,6000.826
15929,1.1,3,4,4,61.9,57.0,6369,6.59,6.65,4.1,6830.6606
15930,1.38,3,3,2,62.3,60.0,6369,7.07,7.12,4.42,6484.027
15931,1.0,2,4,4,59.1,62.0,6369,6.42,6.45,3.8,5708.9316
15932,1.01,4,4,6,61.9,58.0,6371,6.48,6.38,3.98,7195.857
15933,1.01,3,4,6,62.1,63.0,6371,6.38,6.31,3.94,6801.188
15934,1.25,5,4,2,61.1,55.0,6371,6.95,6.99,4.26,5944.6885
15935,1.22,5,7,2,61.8,58.0,6372,6.84,6.92,4.25,6527.6377
15936,1.29,5,2,3,61.9,56.0,6372,6.97,7.03,4.33,6210.5117
15937,1.05,3,7,4,62.9,57.0,6373,6.39,6.51,4.06,7133.126
15938,1.2,3,6,3,63.2,57.0,6373,6.75,6.69,4.25,6169.3667
15939,1.54,1,2,2,65.0,56.0,6375,7.22,7.14,4.67,6426.492
15940,1.0,3,6,4,59.4,59.0,6377,6.44,6.46,3.83,6515.7104
15941,2.03,1,4,1,66.3,56.0,6377,7.81,7.75,5.16,6332.071
15942,2.03,4,4,1,61.1,58.0,6377,8.11,8.06,4.94,6487.9326
15943,1.0,5,4,4,62.4,59.0,6377,6.36,6.4,3.98,6348.1724
15944,1.66,5,1,2,60.8,57.0,6377,7.68,7.65,4.66,6912.6406
15945,1.24,4,6,2,61.1,59.0,6377,6.99,6.89,4.24,5904.4077
15946,1.0,5,4,5,62.6,56.0,6377,6.39,6.36,3.99,6693.543
15947,1.0,4,4,5,62.4,60.0,6377,6.39,6.37,3.98,6481.1245
15948,1.18,5,2,7,59.7,54.0,6378,6.92,6.99,4.15,6871.3525
15949,1.13,4,4,4,62.7,57.0,6379,6.67,6.61,4.16,6547.361
15950,1.2,5,2,5,61.5,59.0,6380,6.82,6.84,4.2,6635.8623
15951,1.24,5,2,3,60.6,59.0,6381,6.97,7.03,4.24,6047.8594
15952,1.14,1,4,5,57.5,67.0,6381,0.0,0.0,0.0,6503.007
15953,1.0,3,5,4,63.3,55.0,6382,6.34,6.29,4.0,5962.0664
15954,1.24,4,2,6,62.7,58.0,6383,6.85,6.89,4.31,7344.7607
15955,1.27,5,6,2,60.2,57.0,6383,7.09,7.14,4.28,6320.326
15956,1.51,5,3,2,61.7,57.0,6384,7.39,7.36,4.55,7846.6074
15957,1.0,3,4,4,62.8,62.0,6386,6.28,6.33,3.96,5645.3926
15958,1.46,4,1,2,60.1,58.0,6387,7.43,7.34,4.44,6139.8203
15959,1.22,4,3,3,60.6,60.0,6387,6.92,6.85,4.17,5990.6333
15960,1.1,4,4,4,62.8,58.0,6387,6.6,6.58,4.14,6615.394
15961,1.1,5,4,4,62.3,56.0,6387,6.63,6.59,4.12,6844.9697
15962,1.22,3,3,3,63.5,55.0,6387,6.78,6.73,4.29,5647.055
15963,1.09,3,4,4,60.9,56.0,6388,6.67,6.7,4.07,6922.341
15964,1.22,5,3,3,62.1,56.0,6388,6.87,6.81,4.25,6111.3657
15965,1.0,3,4,4,63.8,58.0,6389,6.31,6.35,4.04,6090.9336
15966,1.23,5,2,3,61.8,58.0,6389,6.87,6.91,4.26,5931.4653
15967,1.0,2,7,4,64.1,58.0,6389,6.24,6.33,4.03,6247.544
15968,1.0,2,5,5,64.2,60.0,6389,6.18,6.28,4.0,6505.798
15969,1.33,4,2,5,61.7,58.0,6390,7.09,7.14,4.39,7068.3984
15970,1.01,1,5,5,64.5,59.0,6391,6.27,6.19,4.02,6124.889
15971,1.13,5,5,3,59.6,57.0,6391,6.83,6.79,4.06,5773.921
15972,1.02,5,5,4,61.0,56.0,6393,6.55,6.62,4.02,7274.8813
15973,1.51,4,5,2,62.7,58.0,6393,7.33,7.29,4.58,8440.708
15974,1.51,2,1,3,64.1,61.0,6394,7.16,7.19,4.6,6702.2183
15975,1.35,5,1,3,62.3,57.0,6396,7.08,7.02,4.39,5575.759
15976,1.27,5,2,5,62.8,57.0,6396,6.86,6.89,4.32,6418.532
15977,1.02,3,6,3,62.7,60.0,6397,6.45,6.4,4.03,5360.0312
15978,1.36,2,6,2,58.0,64.0,6397,7.26,7.19,4.19,6063.286
15979,1.7,5,3,1,61.3,55.0,6397,7.7,7.63,4.7,6930.2065
15980,1.2,4,6,2,62.6,56.0,6397,6.84,6.77,4.26,5817.6797
15981,1.0,1,5,5,65.3,59.0,6397,6.25,6.21,4.07,6092.116
15982,1.02,4,6,4,60.4,58.0,6397,6.51,6.47,3.92,6639.6934
15983,1.21,1,4,3,64.6,60.0,6397,6.69,6.62,4.3,5387.5312
15984,1.02,2,5,4,64.2,59.0,6397,6.4,6.28,4.07,5875.338
15985,1.02,4,4,4,62.1,58.0,6397,6.5,6.44,4.02,6073.2437
15986,1.22,5,3,2,62.3,57.0,6398,6.84,6.89,4.28,5633.229
15987,1.22,5,2,3,62.3,58.0,6398,6.8,6.82,4.24,5981.9087
15988,1.01,3,6,4,60.9,57.0,6399,6.41,6.47,3.92,6621.41
15989,1.01,2,6,4,63.3,60.0,6399,6.3,6.33,4.0,6125.345
15990,1.01,2,6,4,63.3,58.0,6399,6.35,6.38,4.03,6377.6494
15991,1.01,3,6,4,62.0,55.0,6399,6.42,6.46,3.99,6691.9473
15992,1.01,3,6,4,58.1,60.0,6399,6.51,6.58,3.8,6494.8853
15993,1.25,3,4,2,61.4,59.0,6399,6.97,6.93,4.27,5561.561
15994,1.06,5,5,4,60.5,57.0,6399,6.6,6.58,3.99,7241.349
15995,0.84,5,7,7,62.0,54.0,6399,6.04,6.08,3.76,6613.776
15996,1.06,4,5,4,62.3,58.0,6399,6.56,6.51,4.07,6665.973
15997,1.0,4,6,4,62.9,58.0,6400,6.36,6.29,3.98,6159.172
15998,1.35,4,4,2,58.4,59.0,6400,7.32,7.28,4.26,6106.82
15999,1.22,5,5,2,62.5,56.2,6401,6.81,6.85,4.27,5836.1914
16000,1.37,5,2,2,62.2,56.0,6401,7.07,7.14,4.42,5715.224
16001,1.57,4,2,2,62.2,60.0,6401,7.43,7.36,4.6,7000.038
16002,1.27,5,2,4,62.6,57.0,6401,6.92,6.88,4.32,6230.6133
16003,1.47,4,2,2,61.6,59.0,6403,7.29,7.32,4.5,6645.8755
16004,1.05,5,5,4,62.7,56.0,6403,6.52,6.59,4.11,7159.667
16005,1.27,5,3,2,61.8,57.0,6403,6.93,6.96,4.29,6099.3364
16006,1.22,4,6,3,59.7,61.0,6403,7.03,6.9,4.16,6718.0527
16007,1.23,5,6,2,61.2,55.0,6403,7.01,6.92,4.26,6162.8438
16008,1.04,3,5,4,59.0,57.0,6405,6.64,6.69,3.93,6597.1084
16009,1.17,5,2,3,61.7,56.0,6405,6.73,6.78,4.17,5547.2544
16010,1.3,4,1,6,62.9,60.0,6405,6.91,6.86,4.33,6907.6934
16011,1.33,4,3,2,62.8,52.0,6405,7.15,7.06,4.46,5828.382
16012,1.01,3,4,4,61.6,60.0,6406,6.42,6.47,3.97,6083.121
16013,1.01,3,4,4,63.4,55.0,6406,6.35,6.4,4.04,6115.161
16014,1.23,5,3,4,59.0,57.0,6406,7.05,6.99,4.14,6705.8223
16015,1.3,4,3,2,60.1,57.0,6406,7.17,7.13,4.3,5979.6294
16016,1.01,2,4,5,59.2,63.0,6407,6.5,6.48,3.84,6249.8613
16017,1.22,3,4,2,63.2,58.0,6409,6.82,6.76,4.29,5320.2344
16018,1.32,5,4,2,62.9,57.0,6409,6.98,6.94,4.38,6159.259
16019,1.02,5,4,4,62.5,58.0,6410,6.36,6.44,4.0,6456.7524
16020,1.08,5,3,4,60.3,57.0,6411,6.67,6.7,4.03,5841.8784
16021,0.3,4,2,5,60.3,58.0,608,4.34,4.32,2.61,582.19025
16022,0.3,4,2,5,59.8,60.0,608,4.36,4.34,2.6,592.98615
16023,0.3,4,2,5,60.4,58.0,608,4.4,4.34,2.64,612.77
16024,0.3,5,2,5,61.0,56.0,608,4.37,4.35,2.66,608.24445
16025,0.3,4,2,5,59.1,59.0,608,4.38,4.35,2.58,574.32806
16026,0.3,4,2,5,58.8,61.0,608,4.43,4.38,2.59,580.68774
16027,0.3,4,2,5,60.5,60.0,608,4.33,4.3,2.61,584.73346
16028,0.3,4,2,5,60.8,59.0,608,4.32,4.3,2.62,581.1784
16029,0.3,3,2,5,63.4,54.0,608,4.32,4.29,2.73,603.34796
16030,0.3,5,2,5,62.5,54.0,608,4.32,4.29,2.69,572.2146
16031,0.3,5,2,5,62.5,57.0,608,4.32,4.29,2.69,607.2822
16032,0.3,4,2,5,61.7,58.0,608,4.32,4.27,2.65,606.6551
16033,0.3,4,2,5,62.0,58.0,608,4.3,4.25,2.65,596.19147
16034,0.3,4,2,5,62.9,58.0,608,4.29,4.26,2.69,579.4159
16035,0.3,4,2,5,61.7,59.0,608,4.3,4.26,2.64,606.6062
16036,0.3,4,2,5,63.0,53.0,608,4.31,4.26,2.7,583.3086
16037,0.3,4,2,5,61.6,60.0,608,4.3,4.27,2.64,606.6062
16038,0.3,3,2,5,63.3,59.0,608,4.23,4.2,2.67,521.2478
16039,0.3,4,2,5,62.9,59.0,608,4.3,4.22,2.68,622.20074
16040,0.3,2,2,5,63.7,58.0,608,4.25,4.23,2.7,518.7378
16041,0.3,3,2,5,63.5,57.0,608,4.29,4.24,2.71,581.26215
16042,0.3,4,3,4,62.3,58.0,608,4.33,4.31,2.69,621.7416
16043,0.3,4,3,4,60.9,61.0,608,4.35,4.32,2.64,614.51434
16044,0.3,5,3,4,60.7,57.0,608,4.37,4.33,2.64,612.2372
16045,0.3,4,3,4,61.8,60.0,608,4.31,4.26,2.65,636.99084
16046,0.3,4,3,4,60.9,61.0,608,4.3,4.27,2.61,602.37726
16047,0.3,3,3,4,63.5,54.0,608,4.3,4.27,2.72,613.45105
16048,0.3,4,3,4,62.2,59.0,608,4.31,4.28,2.67,639.8096
16049,0.3,4,3,4,61.1,61.0,608,4.33,4.31,2.64,613.08594
16050,0.3,4,3,4,62.5,58.0,608,4.28,4.26,2.67,595.50055
16051,1.06,5,4,4,62.7,55.0,6411,6.53,6.49,4.08,6637.4775
16052,1.01,2,4,5,63.2,61.0,6412,6.33,6.35,4.01,6387.1147
16053,1.01,4,4,5,59.8,59.0,6412,6.5,6.55,3.9,6519.942
16054,1.28,5,4,2,61.5,57.0,6412,6.93,7.0,4.28,6138.0923
16055,1.02,5,5,4,62.1,57.0,6412,6.44,6.37,3.98,6490.3315
16056,1.08,4,4,4,59.4,59.0,6415,6.68,6.75,3.99,6374.851
16057,1.08,3,4,4,62.3,58.0,6415,6.5,6.54,4.06,6382.1763
16058,1.27,4,2,5,62.2,59.0,6415,6.87,6.92,4.29,6454.223
16059,1.02,4,4,4,62.5,58.0,6416,6.46,6.41,4.02,6100.408
16060,1.01,5,5,4,61.0,57.0,6416,6.38,6.5,3.93,6907.37
16061,1.01,4,5,4,59.2,60.0,6416,6.51,6.54,3.86,6467.6
16062,1.01,2,5,4,63.1,60.0,6416,6.36,6.39,4.02,6340.5454
